590448.611|3416320.125|198.51
590448.611|3416320.125|198.52
593426.25|3419280.736|199.503
593430.325|3419279.113|199.645
593430.667|3419299.629|200.119
593431.185|3419300.368|200.023
593432.584|3419316.504|199.83
593437.931|3419307.266|199.904
593438.764|3419272.494|198.893
593439|3419303|200
593440.107|3419310.786|199.762
593440.15|3419327.317|199.203
593440.267|3419313.968|199.85
593440.574|3419314.425|199.756
593442.323|3419308.569|200.057
593443.955|3419324.171|199.549
593445.308|3419326.822|199.421
593445.512|3419301.739|199.69
593446.241|3419302.715|198.534
593446.594|3419333.385|199.543
593446.972|3419303.196|199.658
593447.386|3419304.572|199.916
593447.887|3419286.798|199.708
593448.052|3419265.363|198.904
593448.611|3419320.125|199.87
593450.223|3419328.756|199.668
593451.788|3419343.268|199.391
593452.998|3419348.731|199.301
593456.915|3419318.427|199.058
593458.477|3419301.318|198.708
593458.874|3419301.485|198.617
593461.321|3419342.013|199.458
593461.462|3419275.687|199.596
593463.04|3419242.868|198.808
593464.317|3419277.027|199.693
593464.317|3419277.027|199.693
593466.833|3419332.961|199.518
593467.091|3419313.753|198.629
593471.48|3419337.828|199.633
593471.809|3419286.675|199.077
593473.481|3419266.813|199.622
593475.454|3419379.8|198.502
593476.271|3419292.052|198.46
593477.375|3419271.037|199.846
593480.468|3419332.733|198.945
593483.013|3419245.288|198.92
593484.699|3419372.904|198.575
593486.11|3419276.21|199.206
593489.345|3419251.996|199.56
593489.883|3419401.025|198.46
593491.559|3419369.686|199.032
593491.956|3419407.501|198.79
593492.911|3419255.977|199.909
593494.333|3419259.44|199.718
593494.51|3419282.49|198.443
593496.645|3419261.023|199.911
593497.41|3419393.256|198.52
593500.042|3419388.786|199.391
593501.05|3419363.142|197.63
593502.411|3419211.776|198.892
593503.143|3419388.067|199.128
593505.453|3419402.293|199.138
593513.118|3419379.249|197.614
593513.647|3419409.332|199.466
593516.501|3419406.601|199.157
593518.136|3419225.354|199.666
593522.085|3419229.191|199.776
593523.628|3419234.086|199.687
593532.662|3419244.538|198.817
593534.273|3419413.017|197.692
593560.034|3419478.567|199.519
593565.959|3419158.688|198.712
593568.766|3419464.472|197.646
593572.569|3419169.678|199.543
593576.196|3419531.826|198.561
593578.532|3419176.833|199.736
593583.269|3419179.84|199.882
593583.62|3416097.742|200.538
593585.317|3419182.827|199.094
593585.759|3419136.906|198.773
593588.041|3419528.372|198.61
593591.009|3419526.625|199.436
593593.859|3419524.829|199.107
593596.293|3419149.535|199.198
593601.42|3419155.388|199.782
593601.706|3419515.433|197.986
593604.056|3419159.538|199.9
593610.38|3419105.549|198.69
593611.606|3419582.547|197.853
593615.753|3415479.383|202.972
593619.867|3415456.576|202.052
593620.491|3419577.655|197.845
593621.139|3415513.366|202.57
593622.64|3415475.427|203.251
593622.84|3419123.751|199.642
593624.88|3415472.469|203.181
593624.913|3415485.701|202.187
593627.832|3415512.742|202.349
593628.672|3419130.104|199.742
593628.774|3415474.245|203.123
593628.969|3419572.64|198.103
593630.449|3419135.022|200.027
593632.991|3415563.986|201.247
593635.15|3415527.959|201.516
593636.017|3415505.228|202.166
593636.384|3415564.43|200.792
593636.851|3415527.904|201.476
593636.915|3419086.247|198.644
593637.065|3419588.802|199.362
593638.316|3415610.451|200.811
593641.899|3416618.203|199.946
593642.422|3415591.3|200.725
593643.121|3416077.531|200.463
593644.455|3415508.217|202.332
593647.388|3416624.283|199.579
593647.441|3416140.881|200.247
593648.263|3419583.63|197.952
593648.303|3415524.422|201.697
593648.935|3415833.598|200.31
593649.427|3416279.566|199.858
593650.419|3416618.581|199.907
593650.816|3415812.907|200.396
593652.746|3419112.642|199.702
593653.577|3419108.895|198.988
593655.029|3419612.9|199.501
593656.219|3415681.395|200.212
593657.286|3419093.836|199.563
593657.53|3415597.75|200.922
593657.896|3415522.127|201.314
593660.417|3419100.578|199.801
593660.595|3415637.223|200.882
593661.391|3416316.68|199.794
593662.162|3415810.943|200.502
593662.992|3416142.335|200.91
593663.923|3415678.933|200.449
593664.691|3416230.879|200.64
593664.799|3416210.734|200.659
593664.816|3416421.082|200.715
593666.106|3415690.531|200.615
593666.169|3415676.716|201.105
593666.978|3416076.837|200.609
593668.481|3416249.024|200.728
593668.508|3416144.795|200.677
593670.037|3415955.614|200.795
593670.128|3415779.553|200.85
593670.221|3415955.102|200.783
593670.263|3416075.963|200.732
593670.465|3415683.917|201.218
593670.574|3416281.908|200.779
593670.816|3416211.45|200.737
593671.141|3416219.285|200.694
593671.823|3416147.461|200.741
593672.293|3415710.658|201.143
593672.619|3416231.394|200.681
593673.116|3415710.715|201.293
593673.241|3416240.296|200.679
593673.554|3415949.778|200.679
593673.575|3415701.864|201.273
593673.664|3416077.358|200.683
593673.677|3415697.273|201.267
593674.047|3416249.427|200.686
593674.342|3415739.092|200.935
593674.906|3415870.104|200.949
593675.137|3415863.121|200.88
593675.532|3415746.379|201.399
593675.859|3416378.198|200.062
593676.405|3415963.211|200.733
593676.782|3415949.033|200.753
593676.977|3415944.133|200.754
593677.173|3415932.232|200.742
593677.199|3416279.207|200.668
593677.573|3416147.263|200.391
593678.679|3415884.296|200.751
593678.933|3415864.38|200.781
593679.362|3415777.889|201.362
593679.787|3415873.032|201.485
593680.257|3416278.02|200.766
593681.037|3415881.077|201.344
593681.666|3415935.792|200.505
593682.41|3416310.974|200.685
593682.503|3415876.971|201.348
593683.214|3415946.043|200.303
593683.33|3415969.053|200.356
593683.442|3416076.894|200.381
593683.49|3415860.755|200.948
593683.655|3415929.624|200.203
593684.448|3415885.557|200.776
593684.848|3415832.78|200.938
593684.848|3419654.875|199.217
593685.522|3416311.058|200.625
593686.585|3415882.26|201.176
593687.033|3415968.946|200.362
593688.185|3415942.909|200.335
593689.053|3416311.576|200.712
593694.069|3419706.703|198.327
593695.188|3419650.327|198.005
593699.591|3416375.03|200.551
593705.319|3419701.096|198.423
593706.662|3416379.481|200.719
593706.88|3416378.191|200.614
593710.966|3416524.165|199.699
593712.084|3419705.094|199.443
593712.248|3416375.042|200.495
593717.082|3419010.863|198.328
593722.294|3416572.508|199.613
593730.811|3419010.483|199.124
593731.171|3419023.399|199.573
593732.769|3419737.441|198.765
593733.202|3416528.695|200.676
593735.385|3416521.586|200.807
593736.161|3419030.119|199.772
593736.585|3419033.604|199.736
593737.083|3416520.304|200.128
593737.781|3416520.104|200.649
593740.034|3416640.635|199.552
593740.853|3419038.751|198.785
593741.304|3416520.047|200.671
593743.482|3416565.541|200.749
593749.208|3416527.112|200.367
593750.293|3419770.754|198.437
593752.282|3416565.909|200.721
593753.81|3418987.473|198.036
593756.393|3416561.999|200.428
593759.426|3419773.969|198.379
593759.474|3416722.873|199.566
593761.866|3416633.551|200.667
593761.868|3418998.355|199.541
593765.149|3416632.834|200.605
593766.272|3419002.461|199.803
593768.496|3416632.756|200.687
593768.713|3419006.96|199.769
593769.242|3416752.186|199.529
593774.084|3416683.003|200.565
593774.438|3419009.886|198.801
593774.448|3416629.139|199.967
593778.041|3416772.406|199.433
593779.475|3416683.48|200.209
593784.045|3418953.09|197.947
593784.111|3416805.635|199.34
593785.346|3419834.801|196.913
593785.962|3416727.812|200.785
593785.972|3416717.349|199.699
593788.514|3416727.941|200.592
593790.184|3416746.704|200.685
593792.167|3416729.855|200.688
593793.006|3416746.454|200.583
593795.258|3418967.08|199.224
593795.686|3416767.326|200.651
593797.268|3416750.387|200.659
593797.28|3418973.915|199.8
593797.99|3416766.906|200.557
593798.233|3419832.486|197.98
593798.294|3418928.598|198.324
593799.081|3419832.013|198.031
593799.53|3417550.466|198.895
593800.899|3416804.977|200.615
593802.499|3416771.609|200.667
593803.335|3418971.934|199.78
593804.757|3419828.934|197.645
593809.648|3416814.344|200.606
593813.776|3416818.295|200.619
593814.635|3419826.595|197.199
593821.17|3419888.961|196.466
593821.473|3416949.565|199.284
593823.707|3418941.506|199.576
593826.401|3416979.457|199.24
593827.49|3418949.819|199.799
593827.769|3418945.878|199.796
593829.591|3419878.848|197.567
593834.447|3418899.792|198.328
593834.668|3419877.587|197.423
593836.759|3417030.668|199.246
593836.789|3417000.997|199.788
593838.267|3416944.28|200.377
593842.029|3417013.485|199.796
593847.828|3419874.687|197.184
593848.412|3419898.973|197.802
593850.299|3416973.498|200.473
593851.616|3418918.328|199.596
593854.071|3417109.48|199.134
593854.496|3419938.307|196.305
593854.622|3418920.804|199.879
593859.09|3417030.485|200.24
593859.09|3417036.491|200.24
593859.825|3418919.812|199.756
593860.577|3417014.583|200.444
593863.791|3419915.435|197.219
593863.875|3419933.849|196.344
593865.93|3418873.431|198.308
593869.769|3417165.649|199.055
593870.363|3419929.808|197.163
593878.435|3418893.063|199.785
593881.227|3418303.631|200.275
593881.315|3419924.677|197.2
593881.85|3417141.065|200.105
593881.973|3417420.243|199.14
593882.045|3418899.638|199.803
593882.116|3418895.544|199.841
593890.663|3417233.619|199.145
593891.038|3417140.86|200.411
593893.917|3417235.871|199.391
593894.031|3418353.932|200.322
593894.445|3417238.687|199.317
593897.383|3417197.949|199.993
593899.983|3417277.812|199.347
593901.522|3417279.605|199.571
593902.514|3417284.003|199.182
593903.16|3417281.606|199.378
593906.412|3417197.012|200.383
593914.381|3417266.739|200.024
593914.851|3417241.685|200.338
593917|3417273.42|200.063
593922.13|3417264.036|200.378
593922.495|3417304.231|200.456
593922.52|3417271.112|200.407
593922.893|3417225.763|199.848
593925.679|3417267.827|199.255
593927.127|3417266.843|200.402
593927.355|3417262.28|200.296
593932.917|3420039.114|196.598
593940.011|3417301.75|200.762
593940.637|3420033.294|197.553
593940.913|3417298.338|199.339
593943.545|3416666.811|199.31
593943.589|3418801.913|198.307
593945.303|3417324.864|199.508
593946.658|3418801.757|198.85
593947.16|3420028.412|197.619
593948.283|3417325.467|200.727
593948.371|3417280.462|199.567
593948.485|3417280.238|199.72
593948.569|3417275.845|199.746
593951.479|3417278.192|199.85
593951.998|3417277.93|199.416
593952.452|3417397.396|200.257
593954.894|3417342.14|199.526
593956.261|3417395.88|200.399
593957.4|3420021.373|197.137
593959.896|3418814.75|199.63
593963.858|3418819.907|199.791
593965.675|3418822.192|199.789
593971.448|3417551.567|199.206
593975.045|3417437.928|200.743
593975.756|3417489.065|199.905
593977.891|3418776.22|198.858
593979.104|3417437.779|199.314
593979.452|3417488.473|200.401
593980.192|3418796.525|200.035
593982.646|3418804.849|198.642
593983.662|3418801.796|199.774
593984.544|3417548.954|200.041
593991.408|3417554.169|200.239
593991.581|3417475.925|198.946
593992.48|3417558.355|200.23
593995.846|3417553.42|200.403
593997.281|3417649.087|199.135
594005.263|3417699.513|199.174
594006.062|3418745.847|198.875
594009.459|3417589.556|200.364
594010.274|3417554.369|199.557
594013.109|3420129.173|196.358
594014.056|3417645.085|200.234
594019.118|3417644.263|200.33
594022.494|3420122.346|196.949
594023.375|3418765.49|199.828
594025.203|3417626.641|200.418
594025.376|3418767.673|199.805
594026.283|3418757.174|200.283
594028.448|3420119.525|197.205
594029.509|3418760.902|199.833
594029.679|3417701.026|200.24
594032.502|3417387.709|199.803
594035.345|3417845.995|198.768
594035.867|3417749.262|200.218
594036.652|3417715.965|200.397
594037.859|3420113.387|197.159
594038.244|3417744.129|200.36
594041.885|3418710.856|198.878
594042.369|3417695.232|199.986
594046.489|3417884.941|198.824
594047.14|3417797.49|200.479
594047.897|3417693.807|199.174
594051.22|3420177.863|197.557
594051.279|3417797.667|200.414
594051.496|3420146.088|198.242
594051.508|3418732.369|201.946
594055.26|3417908.654|199.649
594057.004|3418736.266|199.861
594059.302|3417843.668|200.372
594061.997|3420169.578|197.558
594062.491|3417841.009|199.314
594062.716|3417843.536|200.326
594067.094|3418726.284|199.807
594068.258|3420164.303|197.228
594068.623|3417979.262|199.67
594068.948|3417885.339|200.151
594069.751|3418727.896|199.769
594072.417|3417915.232|200.136
594072.91|3417884.222|200.361
594077.517|3420159.296|197.141
594080.415|3417910.04|200.628
594080.785|3417924.96|200.276
594082.376|3417924.043|200.373
594085.907|3417924.737|200.382
594089.193|3417836.415|199.801
594091.996|3417976.324|200.352
594095.346|3417975.055|200.334
594097.117|3418090.156|199.321
594098.094|3417841.977|198.876
594109.289|3417917.165|199.624
594112.279|3418636.855|198.556
594112.841|3418140.458|199.269
594114.568|3417920.629|199.039
594119.935|3418085.942|200.253
594124.102|3418086.856|200.418
594130.549|3418637.029|200.489
594133.428|3418138.045|200.357
594136.035|3418638.818|199.697
594136.761|3418135.74|200.33
